datetime,PlotPoints,Message,Latitude,Longitude
6/20/2017 9:06,0-2573760,UNLIMITED-TRACK,32.59828,-117.35396
6/20/2017 9:05,0-2574334,UNLIMITED-TRACK,32.59697,-117.35379
6/20/2017 9:05,0-2573891,UNLIMITED-TRACK,32.59911,-117.35489
6/20/2017 9:04,0-2572498,UNLIMITED-TRACK,32.59881,-117.35474
6/20/2017 9:01,0-2573760,UNLIMITED-TRACK,32.59852,-117.35437
6/20/2017 9:00,0-2574334,UNLIMITED-TRACK,32.59758,-117.35426
6/20/2017 9:00,0-2573891,UNLIMITED-TRACK,32.59933,-117.35504
6/20/2017 8:59,0-2572498,UNLIMITED-TRACK,32.59902,-117.35481
6/20/2017 8:57,0-2573760,UNLIMITED-TRACK,32.59875,-117.35469
6/20/2017 8:55,0-2574334,UNLIMITED-TRACK,32.59821,-117.35475
6/20/2017 8:55,0-2573891,UNLIMITED-TRACK,32.5995,-117.35527
6/20/2017 8:54,0-2572498,UNLIMITED-TRACK,32.59921,-117.3551
6/20/2017 8:51,0-2573760,UNLIMITED-TRACK,32.59902,-117.35521
6/20/2017 8:50,0-2574334,UNLIMITED-TRACK,32.59889,-117.35539
6/20/2017 8:50,0-2573891,UNLIMITED-TRACK,32.59971,-117.35587
6/20/2017 8:50,0-2572498,UNLIMITED-TRACK,32.59945,-117.35573
6/20/2017 8:46,0-2573760,UNLIMITED-TRACK,32.59942,-117.35591
6/20/2017 8:45,0-2573891,UNLIMITED-TRACK,32.60003,-117.35652
6/20/2017 8:45,0-2574334,UNLIMITED-TRACK,32.59969,-117.35619
6/20/2017 8:42,0-2573891,UNLIMITED-TRACK,32.60058,-117.35716
6/20/2017 8:27,0-2573760,STOP,32.6044,-117.36092
6/20/2017 8:26,0-2574334,STOP,32.6048,-117.36134
6/20/2017 8:22,0-2573760,UNLIMITED-TRACK,32.60549,-117.3622
6/20/2017 8:21,0-2574334,UNLIMITED-TRACK,32.6058,-117.36259
6/20/2017 8:16,0-2574334,UNLIMITED-TRACK,32.60683,-117.36388
6/20/2017 8:12,0-2573760,STOP,32.60754,-117.36499
6/20/2017 8:11,0-2572498,STOP,32.60767,-117.36523
6/20/2017 8:11,0-2574334,STOP,32.60772,-117.36526
6/20/2017 8:07,0-2573760,UNLIMITED-TRACK,32.60849,-117.3663
6/20/2017 8:06,0-2573891,STOP,32.60867,-117.36652
6/20/2017 8:06,0-2572498,UNLIMITED-TRACK,32.6087,-117.36653
6/20/2017 8:06,0-2574334,UNLIMITED-TRACK,32.60873,-117.36658
6/20/2017 8:02,0-2573760,UNLIMITED-TRACK,32.60948,-117.36759
6/20/2017 8:01,0-2573891,STOP,32.6097,-117.36781
6/20/2017 8:01,0-2574334,UNLIMITED-TRACK,32.60971,-117.36783
6/20/2017 8:01,0-2572498,UNLIMITED-TRACK,32.60969,-117.36782
6/20/2017 7:58,0-2573760,UNLIMITED-TRACK,32.61042,-117.36868
6/20/2017 7:56,0-2572498,UNLIMITED-TRACK,32.61067,-117.36899
6/20/2017 7:56,0-2573891,UNLIMITED-TRACK,32.61073,-117.369
6/20/2017 7:56,0-2574334,UNLIMITED-TRACK,32.61079,-117.36905
6/20/2017 7:53,0-2573760,UNLIMITED-TRACK,32.61154,-117.36988
6/20/2017 7:51,0-2573891,UNLIMITED-TRACK,32.61174,-117.37016
6/20/2017 7:51,0-2574334,UNLIMITED-TRACK,32.61173,-117.37008
6/20/2017 7:48,0-2572498,UNLIMITED-TRACK,32.61242,-117.3707
6/20/2017 7:47,0-2573891,UNLIMITED-TRACK,32.6127,-117.37074
6/20/2017 7:47,0-2573760,UNLIMITED-TRACK,32.61274,-117.37074
6/20/2017 7:46,0-2574334,UNLIMITED-TRACK,32.61311,-117.37053
6/20/2017 7:42,0-2573891,UNLIMITED-TRACK,32.61382,-117.36851
6/20/2017 7:41,0-2574334,UNLIMITED-TRACK,32.61588,-117.35803
6/20/2017 7:40,0-2574334,UNLIMITED-TRACK,32.61691,-117.353
6/20/2017 7:38,0-2572498,UNLIMITED-TRACK,32.61465,-117.35534
6/20/2017 7:37,0-2573760,UNLIMITED-TRACK,32.6184,-117.34499
6/20/2017 7:35,0-2573891,UNLIMITED-TRACK,32.61972,-117.33842
6/20/2017 7:35,0-2574334,UNLIMITED-TRACK,32.61977,-117.33812
6/20/2017 7:32,0-2573760,UNLIMITED-TRACK,32.62128,-117.33014
6/20/2017 7:30,0-2574334,UNLIMITED-TRACK,32.62253,-117.32304
6/20/2017 7:27,0-2573760,UNLIMITED-TRACK,32.62381,-117.31495
6/20/2017 7:25,0-2574334,UNLIMITED-TRACK,32.62678,-117.29626
6/20/2017 7:20,0-2574334,UNLIMITED-TRACK,32.62893,-117.2815
6/20/2017 7:11,0-2573891,UNLIMITED-TRACK,32.63087,-117.26653
6/20/2017 7:11,0-2574334,UNLIMITED-TRACK,32.63103,-117.26549
6/20/2017 7:11,0-2572498,UNLIMITED-TRACK,32.63103,-117.26532
6/20/2017 7:07,0-2573760,UNLIMITED-TRACK,32.63296,-117.25317
6/20/2017 7:06,0-2573891,UNLIMITED-TRACK,32.63332,-117.25057
6/20/2017 7:06,0-2574334,UNLIMITED-TRACK,32.63334,-117.25053
6/20/2017 7:06,0-2572498,UNLIMITED-TRACK,32.63352,-117.24961
6/20/2017 7:02,0-2573760,UNLIMITED-TRACK,32.63599,-117.23738
6/20/2017 7:01,0-2573891,UNLIMITED-TRACK,32.63731,-117.23555
6/20/2017 7:01,0-2574334,UNLIMITED-TRACK,32.63766,-117.23506
6/20/2017 7:01,0-2572498,UNLIMITED-TRACK,32.63803,-117.23459
6/20/2017 6:57,0-2573760,UNLIMITED-TRACK,32.64107,-117.23077
6/20/2017 6:56,0-2574334,UNLIMITED-TRACK,32.6492,-117.22837
6/20/2017 6:51,0-2574334,UNLIMITED-TRACK,32.66332,-117.22957
6/20/2017 6:46,0-2574334,UNLIMITED-TRACK,32.67687,-117.22972
6/20/2017 6:41,0-2574334,UNLIMITED-TRACK,32.68661,-117.23092
6/20/2017 6:36,0-2574334,UNLIMITED-TRACK,32.70365,-117.22946
6/20/2017 6:31,0-2574334,UNLIMITED-TRACK,32.71465,-117.22089
6/20/2017 6:26,0-2574334,UNLIMITED-TRACK,32.72152,-117.22104
6/20/2017 6:21,0-2574334,UNLIMITED-TRACK,32.72281,-117.22293
6/20/2017 6:16,0-2574334,UNLIMITED-TRACK,32.72264,-117.22623
6/20/2017 6:11,0-2573891,UNLIMITED-TRACK,32.72263,-117.22635
6/20/2017 6:11,0-2573760,UNLIMITED-TRACK,32.72265,-117.22638
6/20/2017 6:11,0-2572498,UNLIMITED-TRACK,32.72266,-117.22624
6/20/2017 6:11,0-2574334,UNLIMITED-TRACK,32.72263,-117.2263
6/20/2017 6:06,0-2573891,UNLIMITED-TRACK,32.72332,-117.22755
6/20/2017 6:06,0-2573760,UNLIMITED-TRACK,32.72338,-117.22767
6/20/2017 6:06,0-2572498,UNLIMITED-TRACK,32.72339,-117.2277
6/20/2017 6:06,0-2574334,STOP,32.72348,-117.22775
6/20/2017 6:01,0-2573891,UNLIMITED-TRACK,32.72345,-117.22764
6/20/2017 6:01,0-2573760,UNLIMITED-TRACK,32.72342,-117.22767
6/20/2017 6:01,0-2574334,STOP,32.72352,-117.22775
6/20/2017 5:58,0-2572498,UNLIMITED-TRACK,32.72345,-117.22772
6/20/2017 5:52,0-2574334,UNLIMITED-TRACK,32.72985,-117.22466
6/20/2017 5:47,0-2574334,UNLIMITED-TRACK,32.75144,-117.205
6/20/2017 5:42,0-2574334,UNLIMITED-TRACK,32.75444,-117.20551
6/20/2017 5:36,0-2573891,UNLIMITED-TRACK,32.75502,-117.20499
6/20/2017 5:31,0-2574334,UNLIMITED-TRACK,32.75416,-117.14713
6/20/2017 5:24,0-2573760,UNLIMITED-TRACK,32.75866,-117.14633
