"","Id","Buoy","UTC","UTCMilliseconds","ClipLength","DIFARBearing","DifarFrequency","SignalAmplitude","DifarGain","Species","TrackedGroup","posixDate","BuoyLat","BuoyLong","BoatLat","BoatLong","RealBearing","Distance","BuoyHeading.y","DifarFixed","CallType","Intensity","MatchedAngles","PlaybackNumber","AngleError","Detected","Time","DifarAdj","AdjError"
"18",81,"NE","2016-06-07 17:29:15.698",698,0.468833327293396,233,1195.3125,83.6787201720876,0.0841340010674361,"dn8","S1",2016-06-07 10:29:15,32.8237948252667,-117.575770115867,32.8182916666667,-117.588476666667,242.73844238764,1.33725111367532,6.5,239.5,"dn","8",NA,"2",9.73844238763971,TRUE,149.802999973297,244.7,-1.96155761236025
"19",84,"NE","2016-06-07 17:29:18.257",257,0.638833343982697,228,808.59375,72.2793394974111,0.00441695898682236,"upX1","S1",2016-06-07 10:29:18,32.8237923515667,-117.575766874467,32.81829,-117.588473333333,242.741695748722,1.33720263304778,6.5,234.5,"upX","1",NA,"2",14.7416957487217,TRUE,152.361999988556,239.7,3.04169574872168
"20",87,"NE","2016-06-07 17:29:21.287",287,0.511812508106232,231,814.453125,84.4507058191451,0.112938563434096,"upX5","S1",2016-06-07 10:29:21,32.8237894225667,-117.575763036467,32.8182866666667,-117.588445,242.694930790283,1.33518255769595,6.5,237.5,"upX","5",NA,"2",11.694930790283,TRUE,155.391999959946,242.7,-0.00506920971702129
"21",90,"NE","2016-06-07 17:29:24.274",274,0.511812508106232,232,808.59375,84.047246380667,0.124231616705405,"upX8","S1",2016-06-07 10:29:24,32.8237865351334,-117.575759252933,32.818285,-117.588428333333,242.676366610236,1.33404776580052,6.5,238.5,"upX","8",NA,"2",10.6763666102364,TRUE,158.378999948502,243.7,-1.02363338976363
"22",93,"NE","2016-06-07 17:29:27.133",133,0.255833327770233,238,820.3125,70.0655439701784,0.00313367799788658,"upY1","S1",2016-06-07 10:29:27,32.8237837714334,-117.575755631533,32.818285,-117.588403333333,242.648628372199,1.33212747740469,6.5,244.5,"upY","1",NA,"2",4.64862837219908,TRUE,161.237999916077,249.7,-7.0513716278009
"23",95,"NE","2016-06-07 17:29:29.138",138,0.383833318948746,234,820.3125,78.720136167571,0.0222494473502923,"upY5","S1",2016-06-07 10:29:29,32.8237818332667,-117.575753091867,32.818285,-117.588403333333,242.661565636787,1.33224056091057,6.5,240.5,"upY","5",NA,"2",8.66156563678658,TRUE,163.243000030518,245.7,-3.03843436321341
"24",98,"NE","2016-06-07 17:29:31.015",15,0.468833327293396,231,814.453125,76.4631921841255,0.0132609973930627,"upY8","S1",2016-06-07 10:29:31,32.8237800188335,-117.575750714333,32.8182816666667,-117.588381666667,242.619409858489,1.33071195577006,6.5,237.5,"upY","8",NA,"2",11.6194098584893,TRUE,165.119999885559,242.7,-0.0805901415106973
"25",101,"NE","2016-06-07 17:29:33.405",405,0.553812503814697,230,814.453125,74.4110398263713,0.00307799642481542,"upZ1","S1",2016-06-07 10:29:33,32.8237777085,-117.575747687,32.8182816666667,-117.588381666667,242.634850385715,1.33084657951628,6.5,236.5,"upZ","1",NA,"2",12.6348503857147,TRUE,167.509999990463,241.7,0.934850385714725
"26",104,"NE","2016-06-07 17:29:35.836",836,0.468833327293396,232,808.59375,83.800090115663,0.107415854212647,"upZ5","S1",2016-06-07 10:29:35,32.8237753585334,-117.575744607733,32.8182783333333,-117.588358333333,242.593109560983,1.32921089919787,6.5,238.5,"upZ","5",NA,"2",10.5931095609835,TRUE,169.940999984741,243.7,-1.10689043901652
"27",107,"NE","2016-06-07 17:29:38.397",397,0.425833344459534,233,814.453125,83.670161812645,0.0657378569007961,"upZ8","S1",2016-06-07 10:29:38,32.8237728828999,-117.5757413638,32.8182783333333,-117.588336666667,242.569421778414,1.32755211560926,6.5,239.5,"upZ","8",NA,"2",9.56942177841361,TRUE,172.50200009346,244.7,-2.13057822158635
"28",110,"NE","2016-06-07 17:29:40.914",914,0.895833313465118,230,1001.953125,74.8226793627405,0.0557044533213545,"tone1","S1",2016-06-07 10:29:40,32.8237704498,-117.5757381756,32.8182783333333,-117.588333333333,242.579528001471,1.32741622110947,6.5,236.5,"tone","1",NA,"2",12.579528001471,TRUE,175.019000053406,241.7,0.879528001471016
"29",113,"NE","2016-06-07 17:29:43.900",900,0.852833330631256,233,1001.953125,84.1842039426171,0.468955857282549,"tone5","S1",2016-06-07 10:29:43,32.8237675633332,-117.575734393333,32.818275,-117.588311666667,242.544319718212,1.32595123196691,6.5,239.5,"tone","5",NA,"2",9.54431971821202,TRUE,178.005000114441,244.7,-2.15568028178797
"30",116,"NE","2016-06-07 17:29:46.887",887,0.895833313465118,232,1001.953125,83.6332986432211,0.418418104439431,"tone8","S1",2016-06-07 10:29:46,32.8237646758999,-117.5757306098,32.8182733333333,-117.588281666667,242.500583542672,1.32370888093508,6.5,238.5,"tone","8",NA,"2",10.5005835426721,TRUE,180.992000102997,243.7,-1.19941645732791
"31",121,"NE","2016-06-07 17:30:43.334",334,0.425833344459534,230,1195.3125,76.3500850857882,0.016720929240752,"dn1","S1",2016-06-07 10:30:43,32.8237101104666,-117.575659110267,32.8182466666667,-117.587955,242.136419661649,1.30109673663438,6.5,236.5,"dn","1",NA,"3",12.1364196616489,TRUE,237.4390001297,241.7,0.43641966164887
"32",124,"NE","2016-06-07 17:30:45.810",810,0.553812503814697,231,1195.3125,83.3545293815164,0.0747526698151831,"dn5","S1",2016-06-07 10:30:45,32.8237077170001,-117.575655974,32.818245,-117.587943333333,242.123134723842,1.30035236133018,6.5,237.5,"dn","5",NA,"3",11.1231347238416,TRUE,239.914999961853,242.7,-0.576865276158401
"33",127,"NE","2016-06-07 17:30:48.327",327,0.468833327293396,231,1195.3125,83.7581832992448,0.086156621121464,"dn8","S1",2016-06-07 10:30:48,32.8237052838999,-117.5756527858,32.8182416666667,-117.587925,242.090006705753,1.29914422860185,6.5,237.5,"dn","8",NA,"3",11.0900067057529,TRUE,242.432000160217,242.7,-0.609993294247147
"34",131,"NE","2016-06-07 17:30:50.844",844,0.553812503814697,228,802.734375,72.6566175624092,0.00838841445493676,"upX1","S1",2016-06-07 10:30:50,32.8237028508001,-117.5756495976,32.8182416666667,-117.587905,242.068062841828,1.2976259181492,6.5,234.5,"upX","1",NA,"3",14.0680628418276,TRUE,244.948999881744,239.7,2.36806284182762
"35",133,"NE","2016-06-07 17:30:53.874",874,0.724833309650421,231,808.59375,84.1470631899517,0.0829341963453427,"upX5","S1",2016-06-07 10:30:53,32.8236999217999,-117.5756457596,32.8182416666667,-117.587903333333,242.084983448831,1.29765420170119,6.5,237.5,"upX","5",NA,"3",11.0849834488307,TRUE,247.979000091553,242.7,-0.615016551169276
"36",137,"NE","2016-06-07 17:30:56.818",818,0.681833326816559,231,820.3125,83.6585471731914,0.0544023574634242,"upX8","S1",2016-06-07 10:30:56,32.8236970759333,-117.575642030533,32.8182383333333,-117.587871666667,242.028733364216,1.29536603311823,6.5,237.5,"upX","8",NA,"3",11.0287333642161,TRUE,250.923000097275,242.7,-0.671266635783923
"37",141,"NE","2016-06-07 17:30:59.591",591,0.297833323478699,230,820.3125,69.4496067170335,0.00228752133983554,"upY1","S1",2016-06-07 10:30:59,32.8236943953666,-117.575638518067,32.8182383333333,-117.587856666667,242.018081779536,1.29427613049314,6.5,236.5,"upY","1",NA,"3",12.0180817795355,TRUE,253.696000099182,241.7,0.318081779535532
"38",143,"NE","2016-06-07 17:31:01.596",596,0.383833318948746,236,820.3125,76.678184118172,0.0162550747284613,"upY5","S1",2016-06-07 10:31:01,32.8236924572,-117.5756359784,32.8182366666667,-117.587851666667,242.014481573292,1.29405841525243,6.5,242.5,"upY","5",NA,"3",6.01448157329213,TRUE,255.700999975204,247.7,-5.68551842670786
"39",146,"NE","2016-06-07 17:31:03.686",686,0.383833318948746,235,814.453125,74.9587157777317,0.0114011154275339,"upY8","S1",2016-06-07 10:31:03,32.8236904368668,-117.575633331067,32.818235,-117.587846666667,242.011447172297,1.29384535633842,6.5,241.5,"upY","8",NA,"3",7.01144717229715,TRUE,257.790999889374,246.7,-4.68855282770284
"40",149,"NE","2016-06-07 17:31:05.863",863,0.596833348274231,229,808.59375,72.5926046912338,0.00435608164692208,"upZ1","S1",2016-06-07 10:31:05,32.8236883324334,-117.575630573533,32.8182333333333,-117.587835,241.996020191383,1.29308528660106,6.5,235.5,"upZ","1",NA,"3",12.9960201913827,TRUE,259.96799993515,240.7,1.29602019138267
"41",151,"NE","2016-06-07 17:31:08.465",465,0.468833327293396,230,808.59375,84.0264327296162,0.100269718722457,"upZ5","S1",2016-06-07 10:31:08,32.8236858171668,-117.575627277667,32.81823,-117.587805,241.940382417519,1.29091830286328,6.5,236.5,"upZ","5",NA,"3",11.9403824175193,TRUE,262.569999933243,241.7,0.240382417519356
"42",155,"NE","2016-06-07 17:31:10.983",983,0.553812503814697,231,808.59375,83.6097080199175,0.0598734852913062,"upZ8","S1",2016-06-07 10:31:10,32.8236833831,-117.5756240882,32.8182283333333,-117.587791666667,241.923901777954,1.29003940144504,6.5,237.5,"upZ","8",NA,"3",10.9239017779536,TRUE,265.088000059128,242.7,-0.776098222046357
"43",159,"NE","2016-06-07 17:31:13.543",543,0.809833347797394,229,1001.953125,76.9081931957,0.0921176048011626,"tone1","S1",2016-06-07 10:31:13,32.8236809084334,-117.575620845533,32.81823,-117.587775,241.915702492947,1.28871378940856,6.5,235.5,"tone","1",NA,"3",12.9157024929473,TRUE,267.648000001907,240.7,1.21570249294734
"44",163,"NE","2016-06-07 17:31:16.529",529,0.767833352088928,231,1001.953125,83.9154731153729,0.441024037262088,"tone5","S1",2016-06-07 10:31:16,32.8236780219666,-117.575617063267,32.8182266666667,-117.587758333333,241.888497896176,1.28767167652652,6.5,237.5,"tone","5",NA,"3",10.8884978961757,TRUE,270.634000062943,242.7,-0.811502103824296
"45",167,"NE","2016-06-07 17:31:19.558",558,0.809833347797394,231,1001.953125,83.7587021367141,0.414028370702476,"tone8","S1",2016-06-07 10:31:19,32.8236750939333,-117.575613226533,32.8182233333333,-117.58775,241.877904353241,1.28732106177638,6.5,237.5,"tone","8",NA,"3",10.8779043532413,TRUE,273.663000106812,242.7,-0.822095646758726
"46",173,"NE","2016-06-07 17:32:17.330",330,0.511812508106232,228,1189.453125,76.7515982477486,0.0115201089932355,"dn1","S1",2016-06-07 10:32:17,32.8236192476667,-117.575540048667,32.8181916666667,-117.587416666667,241.465630116703,1.26458735596553,6.5,234.5,"dn","1",NA,"4",13.4656301167026,TRUE,331.43499994278,239.7,1.76563011670265
"47",176,"NE","2016-06-07 17:32:19.805",805,0.511812508106232,231,1195.3125,83.4744304648078,0.0755891651607095,"dn5","S1",2016-06-07 10:32:19,32.8236168551666,-117.575536913667,32.81819,-117.587406666667,241.454939907482,1.26398372936093,6.5,237.5,"dn","5",NA,"4",10.4549399074825,TRUE,333.910000085831,242.7,-1.24506009251752
"48",187,"NE","2016-06-07 17:43:31.206",206,0.596833348274231,106,1195.3125,75.9581444731412,0.00819424596164279,"dn1","S2",2016-06-07 10:43:31,32.8229787940002,-117.5746545528,32.8187433333333,-117.567736666667,126.073189935637,0.800176490823985,6.5,112.5,"dn","1",NA,"5",20.0731899356374,TRUE,1005.3109998703,117.7,8.3731899356374
"49",188,"NE","2016-06-07 17:43:33.724",724,0.511812508106232,102,1189.453125,82.820815671723,0.0638099472355913,"dn5","S2",2016-06-07 10:43:33,32.822976276,-117.5746515312,32.8187416666667,-117.567716666667,126.000889210313,0.801408845624505,6.5,108.5,"dn","5",NA,"5",24.000889210313,TRUE,1007.82899999619,113.7,12.300889210313
"50",189,"NE","2016-06-07 17:43:36.285",285,0.511812508106232,104,1171.875,84.3710782417037,0.0370525392240644,"dn8","S2",2016-06-07 10:43:36,32.8229737149999,-117.574648458,32.8187416666667,-117.567696666667,125.918016919601,0.802527644795846,6.5,110.5,"dn","8",NA,"5",21.918016919601,TRUE,1010.3900001049,115.7,10.218016919601
"51",190,"NE","2016-06-07 17:43:38.717",717,0.638833343982697,105,802.734375,73.4241981402375,0.0092445162884589,"upX1","S2",2016-06-07 10:43:38,32.822971283,-117.5746455396,32.8187416666667,-117.56766,125.770657893119,0.804936027822387,6.5,111.5,"upX","1",NA,"5",20.7706578931188,TRUE,1012.8220000267,116.7,9.07065789311882
"52",201,"NE","2016-06-07 17:43:41.745",745,0.553812503814697,103,802.734375,83.2663297562063,0.135681715118845,"upX5","S2",2016-06-07 10:43:41,32.8229682550001,-117.574641906,32.81874,-117.56764,125.698342662543,0.806094162478598,6.5,109.5,"upX","5",NA,"5",22.6983426625434,TRUE,1015.84999990463,114.7,10.9983426625434
"53",205,"NE","2016-06-07 17:43:44.689",689,0.852833330631256,105,802.734375,83.7449074580715,0.0757187521993639,"upX8","S2",2016-06-07 10:43:44,32.8229653109999,-117.5746383732,32.8187383333333,-117.5676,125.549216183439,0.808792108680472,6.5,111.5,"upX","8",NA,"5",20.5492161834394,TRUE,1018.79400014877,116.7,8.8492161834394
"54",209,"NE","2016-06-07 17:43:47.677",677,0.297833323478699,105,826.171875,74.0388003847598,0.0043566035181047,"upY1","S2",2016-06-07 10:43:47,32.822962323,-117.5746347876,32.8187383333333,-117.567581666667,125.473348281912,0.809726139109663,6.5,111.5,"upY","1",NA,"5",20.4733482819121,TRUE,1021.78200006485,116.7,8.77334828191208
"55",210,"NE","2016-06-07 17:43:49.682",682,0.383833318948746,100,814.453125,78.890965632348,0.0245525906696865,"upY5","S2",2016-06-07 10:43:49,32.8229603180001,-117.5746323816,32.8187333333333,-117.567563333333,125.431466082452,0.811135065993786,6.5,106.5,"upY","5",NA,"5",25.4314660824522,TRUE,1023.78699994087,111.7,13.7314660824522
"56",213,"NE","2016-06-07 17:43:51.729",729,0.468833327293396,105,820.3125,79.1082538418614,0.0140856893160525,"upY8","S2",2016-06-07 10:43:51,32.8229582709999,-117.5746299252,32.818735,-117.567546666667,125.35335779371,0.811983744301898,6.5,111.5,"upY","8",NA,"5",20.3533577937103,TRUE,1025.83400011063,116.7,8.6533577937103
"57",218,"NE","2016-06-07 17:43:53.949",949,0.511812508106232,105,808.59375,72.9264175943729,0.00628082593772929,"upZ1","S2",2016-06-07 10:43:53,32.8229560510001,-117.5746272612,32.8187316666667,-117.567528333333,125.300746773481,0.813253922188149,6.5,111.5,"upZ","1",NA,"5",20.3007467734812,TRUE,1028.05399990082,116.7,8.60074677348119
"58",221,"NE","2016-06-07 17:43:56.593",593,0.425833344459534,102,826.171875,83.4782895592757,0.0520817410582413,"upZ5","S2",2016-06-07 10:43:56,32.8229534070001,-117.5746240884,32.81873,-117.567488333333,125.154794155835,0.816012993537405,6.5,108.5,"upZ","5",NA,"5",23.1547941558347,TRUE,1030.69799995422,113.7,11.4547941558347
"59",225,"NE","2016-06-07 17:43:59.025",25,0.468833327293396,104,808.59375,83.6178714039828,0.0826028543541644,"upZ8","S2",2016-06-07 10:43:59,32.8229509749999,-117.57462117,32.818735,-117.567471666667,125.055426403087,0.816595332669294,6.5,110.5,"upZ","8",NA,"5",21.0554264030873,TRUE,1033.13000011444,115.7,9.35542640308726
"60",229,"NE","2016-06-07 17:44:01.414",414,0.980833351612091,105,1001.953125,77.5171073808728,0.10683322548255,"tone1","S2",2016-06-07 10:44:01,32.822948586,-117.574618256067,32.8187333333333,-117.567456666667,125.005319733135,0.817477669627802,6.5,111.5,"tone","1",NA,"5",20.0053197331354,TRUE,1035.51900005341,116.7,8.30531973313536
"61",233,"NE","2016-06-07 17:44:04.359",359,0.937833309173584,103,1001.953125,83.1909298854431,0.393780573732449,"tone5","S2",2016-06-07 10:44:04,32.822945641,-117.5746146239,32.8187283333333,-117.567421666667,124.90083746033,0.820019040477619,6.5,109.5,"tone","5",NA,"5",21.9008374603296,TRUE,1038.46399998665,114.7,10.2008374603296
"62",237,"NE","2016-06-07 17:44:07.430",430,0.852833330631256,106,1001.953125,85.6219183261644,0.449996591152245,"tone8","S2",2016-06-07 10:44:07,32.8229425699999,-117.574610836333,32.818725,-117.567401666667,124.841993959775,0.821283094749602,6.5,112.5,"tone","8",NA,"5",18.8419939597749,TRUE,1041.53500008583,117.7,7.14199395977487
"63",242,"NE","2016-06-07 17:45:01.788",788,0.553812503814697,105,1195.3125,76.3938048055772,0.0124141396312957,"dn1","S2",2016-06-07 10:45:01,32.8228882119999,-117.5745437948,32.8186916666667,-117.566971666667,123.402109744878,0.848159777840474,6.5,111.5,"dn","1",NA,"6",18.4021097448779,TRUE,1095.89300012589,116.7,6.70210974487792
"64",245,"NE","2016-06-07 17:45:04.305",305,0.468833327293396,99,1195.3125,82.7792338823794,0.087688924386954,"dn5","S2",2016-06-07 10:45:04,32.8228856949999,-117.5745406905,32.8186916666667,-117.566956666667,123.344995738513,0.848938292669018,6.5,105.5,"dn","5",NA,"6",24.3449957385129,TRUE,1098.41000008583,110.7,12.6449957385129
"65",249,"NE","2016-06-07 17:45:06.823",823,0.596833348274231,102,1189.453125,84.4545033488763,0.0521899585673142,"dn8","S2",2016-06-07 10:45:06,32.822883177,-117.574537584967,32.81869,-117.566921666667,123.229330469891,0.851386794873844,6.5,108.5,"dn","8",NA,"6",21.2293304698915,TRUE,1100.9279999733,113.7,9.52933046989146
"66",253,"NE","2016-06-07 17:45:09.256",256,0.724833309650421,105,802.734375,73.4202081113389,0.0113456953880794,"upX1","S2",2016-06-07 10:45:09,32.822880744,-117.574534584267,32.8186866666667,-117.566906666667,123.193626330044,0.852382733066025,6.5,111.5,"upX","1",NA,"6",18.1936263300442,TRUE,1103.36100006104,116.7,6.49362633004419
"67",257,"NE","2016-06-07 17:45:12.284",284,0.553812503814697,100,802.734375,82.7346748493391,0.16706847712073,"upX5","S2",2016-06-07 10:45:12,32.8228777160001,-117.574530849733,32.818685,-117.566893333333,123.152102619453,0.853053817149779,6.5,106.5,"upX","5",NA,"6",23.152102619453,TRUE,1106.38899993896,111.7,11.452102619453
"68",261,"NE","2016-06-07 17:45:15.314",314,0.937833309173584,103,802.734375,83.9077442297874,0.0684739883330862,"upX8","S2",2016-06-07 10:45:15,32.8228746859999,-117.574527112733,32.8186816666667,-117.56687,123.086803328599,0.854611197668775,6.5,109.5,"upX","8",NA,"6",20.0868033285987,TRUE,1109.41900014877,114.7,8.3868033285987
"69",265,"NE","2016-06-07 17:45:18.173",173,0.383833318948746,98,820.3125,71.8942369340909,0.00237748668024822,"upY1","S2",2016-06-07 10:45:18,32.8228718270001,-117.574523586634,32.8186816666667,-117.56685,123.012642667713,0.855733688419666,6.5,104.5,"upY","1",NA,"6",25.0126426677126,TRUE,1112.27799987793,109.7,13.3126426677126
"70",266,"NE","2016-06-07 17:45:20.306",306,0.383833318948746,101,814.453125,79.4550182228805,0.024323809300832,"upY5","S2",2016-06-07 10:45:20,32.822869694,-117.574520955933,32.81868,-117.566831666667,122.956236981005,0.856940757287586,6.5,107.5,"upY","5",NA,"6",21.956236981005,TRUE,1114.41100001335,112.7,10.256236981005
"71",270,"NE","2016-06-07 17:45:22.439",439,0.297833323478699,99,814.453125,79.6947726822273,0.0372808650320289,"upY8","S2",2016-06-07 10:45:22,32.8228675609999,-117.574518325233,32.818675,-117.566803333333,122.886879161357,0.859136134353001,6.5,105.5,"upY","8",NA,"6",23.886879161357,TRUE,1116.54400014877,110.7,12.186879161357
"72",274,"NE","2016-06-07 17:45:24.572",572,0.596833348274231,103,802.734375,75.0604281745277,0.00632264885140654,"upZ1","S2",2016-06-07 10:45:24,32.822865428,-117.574515694533,32.8186716666667,-117.56679,122.85814278289,0.860051061463449,6.5,109.5,"upZ","1",NA,"6",19.8581427828905,TRUE,1118.67700004578,114.7,8.15814278289047
"73",276,"NE","2016-06-07 17:45:27.090",90,0.596833348274231,100,808.59375,82.8904973663935,0.0704551584292501,"upZ5","S2",2016-06-07 10:45:27,32.8228629100001,-117.574512589,32.8186666666667,-117.566775,122.833419640485,0.86113692664577,6.5,106.5,"upZ","5",NA,"6",22.8334196404845,TRUE,1121.19499993324,111.7,11.1334196404845
"74",280,"NE","2016-06-07 17:45:29.564",564,0.596833348274231,101,808.59375,83.3170393474235,0.0669610836836327,"upZ8","S2",2016-06-07 10:45:29,32.8228604359999,-117.574509537733,32.8186683333333,-117.56676,122.767400353807,0.861830782105456,6.5,107.5,"upZ","8",NA,"6",21.7674003538071,TRUE,1123.66900014877,112.7,10.0674003538071
"75",284,"NE","2016-06-07 17:45:32.167",167,1.02381253242493,103,1001.953125,78.2086632773575,0.122145307938996,"tone1","S2",2016-06-07 10:45:32,32.8228578329999,-117.574506327367,32.8186666666667,-117.566743333333,122.716351722933,0.862836128312316,6.5,109.5,"tone","1",NA,"6",19.7163517229327,TRUE,1126.27200007439,114.7,8.0163517229327
"76",288,"NE","2016-06-07 17:45:35.197",197,0.852833330631256,101,1001.953125,83.1380304087014,0.379273322534373,"tone5","S2",2016-06-07 10:45:35,32.822854803,-117.574502590367,32.818665,-117.566716666667,122.631079440357,0.864564644772986,6.5,107.5,"tone","5",NA,"6",21.6310794403565,TRUE,1129.30200004578,112.7,9.93107944035653
"77",292,"NE","2016-06-07 17:45:38.182",182,0.895833313465118,103,1001.953125,84.9544007928843,0.438163897807752,"tone8","S2",2016-06-07 10:45:38,32.8228518180001,-117.574498908867,32.81866,-117.566705,122.616916419725,0.865315371853413,6.5,109.5,"tone","8",NA,"6",19.6169164197252,TRUE,1132.28699994087,114.7,7.91691641972515
